År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2025;09 80;GOTLAND;EKSTA FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;ENDRE FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;09 80;GOTLAND;ESKELHEM-TOFTA FÖRSAMLING;35.293;33.893;33.6;0.0;0.293;1.4
2025;09 80;GOTLAND;FARDHEMS FÖRSAMLING;35.603;33.893;33.6;0.0;0.293;1.71
2025;09 80;GOTLAND;FOLLINGBO FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;09 80;GOTLAND;FORSA FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;FRÖJELS FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;FÅRÖ FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;GARDE FÖRSAMLING;35.493;33.893;33.6;0.0;0.293;1.6
2025;09 80;GOTLAND;GERUMS FÖRSAMLING;35.603;33.893;33.6;0.0;0.293;1.71
2025;09 80;GOTLAND;GOTHEMS FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;HAVDHEMS FÖRSAMLING;35.643;33.893;33.6;0.0;0.293;1.75
2025;09 80;GOTLAND;HEJDEBY FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;09 80;GOTLAND;HEJDE FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;HOBURGS FÖRSAMLING;35.643;33.893;33.6;0.0;0.293;1.75
2025;09 80;GOTLAND;KLINTE FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;LEVIDE FÖRSAMLING;35.603;33.893;33.6;0.0;0.293;1.71
2025;09 80;GOTLAND;LINDE FÖRSAMLING;35.603;33.893;33.6;0.0;0.293;1.71
2025;09 80;GOTLAND;LOJSTA FÖRSAMLING;35.603;33.893;33.6;0.0;0.293;1.71
2025;09 80;GOTLAND;NÄR-LAU FÖRSAMLING;35.353;33.893;33.6;0.0;0.293;1.46
2025;09 80;GOTLAND;OTHEM-BOGE FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;ROMA FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;09 80;GOTLAND;SANDA, VÄSTERGARN OCH MÄSTERBY FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;SPROGE FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;STENKUMLA FÖRSAMLING;35.323;33.893;33.6;0.0;0.293;1.43
2025;09 80;GOTLAND;STENKYRKA FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;STÅNGA-BURS FÖRSAMLING;35.353;33.893;33.6;0.0;0.293;1.46
2025;09 80;GOTLAND;VALL, HOGRÄN OCH ATLINGBO FÖRSAMLING;35.293;33.893;33.6;0.0;0.293;1.4
2025;09 80;GOTLAND;VISBY DOMKYRKOFÖRSAMLING;35.343;33.893;33.6;0.0;0.293;1.45
2025;09 80;GOTLAND;VÄNGE FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;09 80;GOTLAND;VÄSKINDE FÖRSAMLING;35.683;33.893;33.6;0.0;0.293;1.79
2025;09 80;GOTLAND;VÄTE FÖRSAMLING;35.623;33.893;33.6;0.0;0.293;1.73
2025;09 80;GOTLAND;ÖSTERGARNS FÖRSAMLING;35.743;33.893;33.6;0.0;0.293;1.85
2025;10 60;OLOFSTRÖM;JÄMSHÖGS FÖRSAMLING;35.223;34.043;21.71;12.04;0.293;1.18
2025;10 60;OLOFSTRÖM;KYRKHULTS FÖRSAMLING;35.193;34.043;21.71;12.04;0.293;1.15
2025;10 80;KARLSKRONA;ASPÖ FÖRSAMLING;35.003;33.983;21.65;12.04;0.293;1.02
2025;10 80;KARLSKRONA;FRIDLEVSTADS FÖRSAMLING;35.123;33.983;21.65;12.04;0.293;1.14
2025;10 80;KARLSKRONA;JÄMJÖ FÖRSAMLING;35.063;33.983;21.65;12.04;0.293;1.08
2025;10 80;KARLSKRONA;KARLSKRONA AMIRALITETSFÖRSAMLING;34.983;33.983;21.65;12.04;0.293;1.0
2025;10 80;KARLSKRONA;KARLSKRONA STADSFÖRSAMLING;35.003;33.983;21.65;12.04;0.293;1.02
2025;10 80;KARLSKRONA;KRISTIANOPELS FÖRSAMLING;35.063;33.983;21.65;12.04;0.293;1.08
2025;10 80;KARLSKRONA;LYCKÅ FÖRSAMLING;34.923;33.983;21.65;12.04;0.293;0.94
2025;10 80;KARLSKRONA;NÄTTRABY-HASSLÖ FÖRSAMLING;34.943;33.983;21.65;12.04;0.293;0.96
2025;10 80;KARLSKRONA;RAMDALA FÖRSAMLING;35.063;33.983;21.65;12.04;0.293;1.08
2025;10 80;KARLSKRONA;RÖDEBY FÖRSAMLING;35.103;33.983;21.65;12.04;0.293;1.12
2025;10 80;KARLSKRONA;STURKÖ FÖRSAMLING;35.063;33.983;21.65;12.04;0.293;1.08
2025;10 80;KARLSKRONA;TORHAMNS FÖRSAMLING;35.063;33.983;21.65;12.04;0.293;1.08
2025;10 81;RONNEBY;BRÄKNE-HOBY FÖRSAMLING;35.093;33.973;21.64;12.04;0.293;1.12
2025;10 81;RONNEBY;RONNEBY FÖRSAMLING;35.093;33.973;21.64;12.04;0.293;1.12
2025;10 82;KARLSHAMN;ASARUM-RINGAMÅLA FÖRSAMLING;35.443;34.393;22.06;12.04;0.293;1.05
2025;10 82;KARLSHAMN;KARLSHAMNS FÖRSAMLING;35.353;34.393;22.06;12.04;0.293;0.96
2025;10 82;KARLSHAMN;MÖRRUM-ELLEHOLMS FÖRSAMLING;35.523;34.393;22.06;12.04;0.293;1.13
2025;10 83;SÖLVESBORG;MJÄLLBY FÖRSAMLING;35.223;34.153;21.82;12.04;0.293;1.07
2025;10 83;SÖLVESBORG;SÖLVESBORGS FÖRSAMLING;35.063;34.153;21.82;12.04;0.293;0.91
2025;12 14;SVALÖV;BILLEBERGA-SIREKÖPINGE FÖRSAMLING;33.483;32.213;20.74;11.18;0.293;1.27
2025;12 14;SVALÖV;KÅGERÖD-RÖSTÅNGA FÖRSAMLING;33.643;32.213;20.74;11.18;0.293;1.43
2025;12 14;SVALÖV;SVALÖVS FÖRSAMLING;33.483;32.213;20.74;11.18;0.293;1.27
2025;12 14;SVALÖV;TECKOMATORPS FÖRSAMLING;33.483;32.213;20.74;11.18;0.293;1.27
2025;12 30;STAFFANSTORP;S:T STAFFANS FÖRSAMLING;31.433;30.563;19.09;11.18;0.293;0.87
2025;12 30;STAFFANSTORP;UPPÅKRA FÖRSAMLING;31.753;30.563;19.09;11.18;0.293;1.19
2025;12 31;BURLÖV;BURLÖVS FÖRSAMLING;32.413;31.563;20.09;11.18;0.293;0.85
2025;12 33;VELLINGE;HÖLLVIKENS FÖRSAMLING;30.823;29.973;18.5;11.18;0.293;0.85
2025;12 33;VELLINGE;SKANÖR-FALSTERBO FÖRSAMLING;30.823;29.973;18.5;11.18;0.293;0.85
2025;12 33;VELLINGE;VELLINGE-MÅNSTORPS FÖRSAMLING;31.063;29.973;18.5;11.18;0.293;1.09
2025;12 56;ÖSTRA GÖINGE;BROBY-EMMISLÖVS FÖRSAMLING;33.693;32.463;20.99;11.18;0.293;1.23
2025;12 56;ÖSTRA GÖINGE;GLIMÅKRA-HJÄRSÅS FÖRSAMLING;33.683;32.463;20.99;11.18;0.293;1.22
2025;12 56;ÖSTRA GÖINGE;KNISLINGE-GRYTS FÖRSAMLING;33.683;32.463;20.99;11.18;0.293;1.22
2025;12 56;ÖSTRA GÖINGE;KVIINGE FÖRSAMLING;33.683;32.463;20.99;11.18;0.293;1.22
2025;12 57;ÖRKELLJUNGA;RYA FÖRSAMLING;31.713;30.533;19.06;11.18;0.293;1.18
2025;12 57;ÖRKELLJUNGA;SKÅNES-FAGERHULTS FÖRSAMLING;31.713;30.533;19.06;11.18;0.293;1.18
2025;12 57;ÖRKELLJUNGA;ÖRKELLJUNGA FÖRSAMLING;31.713;30.533;19.06;11.18;0.293;1.18
2025;12 60;BJUV;BJUVS FÖRSAMLING;33.583;32.463;20.99;11.18;0.293;1.12
2025;12 60;BJUV;KROPPS FÖRSAMLING;33.713;32.463;20.99;11.18;0.293;1.25
2025;12 61;KÄVLINGE;DÖSJEBRO FÖRSAMLING;30.743;29.983;18.51;11.18;0.293;0.76
2025;12 61;KÄVLINGE;KÄVLINGE FÖRSAMLING;31.083;29.983;18.51;11.18;0.293;1.1
2025;12 61;KÄVLINGE;LACKALÄNGA-STÄVIE FÖRSAMLING;31.313;29.983;18.51;11.18;0.293;1.33
2025;12 61;KÄVLINGE;LÖDDEBYGDENS FÖRSAMLING;31.053;29.983;18.51;11.18;0.293;1.07
2025;12 62;LOMMA;BJÄRREDS FÖRSAMLING;32.193;31.113;19.64;11.18;0.293;1.08
2025;12 62;LOMMA;LOMMA FÖRSAMLING;31.933;31.113;19.64;11.18;0.293;0.82
2025;12 63;SVEDALA;SVEDALA FÖRSAMLING;32.593;31.713;20.24;11.18;0.293;0.88
2025;12 63;SVEDALA;VÄRBY FÖRSAMLING;32.733;31.713;20.24;11.18;0.293;1.02
2025;12 64;SKURUP;SKIVARPS FÖRSAMLING;33.203;31.893;20.42;11.18;0.293;1.31
2025;12 64;SKURUP;SKURUPS FÖRSAMLING;32.973;31.893;20.42;11.18;0.293;1.08
2025;12 64;SKURUP;VILLIE FÖRSAMLING;33.203;31.893;20.42;11.18;0.293;1.31
2025;12 65;SJÖBO;BLENTARPS FÖRSAMLING;33.573;32.393;20.92;11.18;0.293;1.18
2025;12 65;SJÖBO;LÖVESTADS FÖRSAMLING;33.553;32.393;20.92;11.18;0.293;1.16
2025;12 65;SJÖBO;SJÖBO FÖRSAMLING;33.273;32.393;20.92;11.18;0.293;0.88
2025;12 65;SJÖBO;VOLLSJÖ FÖRSAMLING;33.653;32.393;20.92;11.18;0.293;1.26
2025;12 66;HÖRBY;HÖRBY FÖRSAMLING;33.683;32.553;21.08;11.18;0.293;1.13
2025;12 67;HÖÖR;HÖÖRS FÖRSAMLING;34.353;33.223;21.75;11.18;0.293;1.13
2025;12 67;HÖÖR;RINGSJÖ FÖRSAMLING;34.503;33.223;21.75;11.18;0.293;1.28
2025;12 70;TOMELILLA;BRÖSARP-TRANÅS FÖRSAMLING;33.403;32.083;20.61;11.18;0.293;1.32
2025;12 70;TOMELILLA;SMEDSTORPS FÖRSAMLING;33.523;32.083;20.61;11.18;0.293;1.44
2025;12 70;TOMELILLA;TOMELILLABYGDENS FÖRSAMLING;33.193;32.083;20.61;11.18;0.293;1.11
2025;12 72;BROMÖLLA;IVETOFTA-GUALÖVS FÖRSAMLING;35.123;34.033;22.56;11.18;0.293;1.09
2025;12 72;BROMÖLLA;NÄSUMS FÖRSAMLING;35.123;34.033;22.56;11.18;0.293;1.09
2025;12 73;OSBY;LOSHULTS FÖRSAMLING;35.323;34.283;22.81;11.18;0.293;1.04
2025;12 73;OSBY;OSBY-VISSELTOFTA FÖRSAMLING;35.323;34.283;22.81;11.18;0.293;1.04
2025;12 73;OSBY;ÖRKENEDS FÖRSAMLING;35.413;34.283;22.81;11.18;0.293;1.13
